"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"0","30","0","0","0","0"
"2","30","0","0","0","0"
"4","30","0","0","0","0"
"6","30","0","0","0","0"
"8","30","0","0","0","0"
"10","30","0","0","0","0"
"12","30","0","0","0","0"
"14","30","0","0","0","0"
"16","30","0","0","0","0"
"18","30","0","0","0","0"
"20","30","0","0","0","0"
"22","30","0","0","0","0"
"24","30","0","0","0","0"
"26","30","0","0","0","0"
"28","30","0","0","0","0"
"30","30","0","0","0","0"
"32","30","0","0","0","0"
"34","30","0","0","0","0"
"36","30","0","0","0","0"
"38","30","0","0","0","0"
"40","30","0","0","0","0"
"42","30","0","0","0","0"
"44","30","0","0","0","0"
"46","30","0","0","0","0"
"48","30","0","0","0","0"
"50","30","0","0","0","0"
"52","52","0","0","0","0"
"54","52","0","0","0","0"
"56","50","0","0","0","0"
"58","50","0","0","0","0"
"60","50","0","0","0","0"
"62","50","0","0","0","0"
"64","50","0","0","0","0"
"66","50","0","0","0","0"
"68","50","0","0","0","0"
"70","50","0","0","0","0"
"72","50","0","0","0","0"
"74","50","0","0","0","0"
"76","50","0","0","0","0"
"78","50","0","0","0","0"
"80","50","0","0","0","0"
"82","50","0","0","0","0"
"84","50","0","0","0","0"
"86","50","0","0","0","0"
"88","50","0","0","0","0"
"90","50","0","0","0","0"
"92","60","0","0","0","0"
"94","60","0","0","0","0"
"96","60","0","0","0","0"
"98","60","0","0","0","0"
"100","60","0","0","0","0"
"102","60","0","0","0","0"
"104","60","0","0","0","0"
"106","60","0","0","0","0"
"108","60","0","0","0","0"
"110","60","0","0","0","0"
"112","60","0","0","0","0"
"114","60","0","0","0","0"
"116","60","0","0","0","0"
"118","60","0","0","0","0"
"120","60","0","0","0","0"
"122","60","0","0","0","0"
"124","60","0","0","0","0"
"126","60","0","0","0","0"
"128","60","0","0","0","0"
"130","60","0","0","0","0"
"132","60","0","0","0","0"
"134","60","0","0","0","0"
"136","60","0","0","0","0"
"138","60","0","0","0","0"
"140","60","0","0","0","0"
"142","60","0","0","0","0"
"144","60","0","0","0","0"
"146","60","0","0","0","0"
"148","60","0","0","0","0"
"150","60","0","0","0","0"
"152","60","0","0","0","0"
"154","60","0","0","0","0"
"156","60","0","0","0","0"
"158","60","0","0","0","0"
"160","60","0","0","0","0"
"162","60","0","0","0","0"
"164","60","0","0","0","0"
"166","60","0","0","0","0"
"168","60","0","0","0","0"
"170","60","0","0","0","0"
"172","60","0","0","0","0"
"174","60","0","0","0","0"
"176","60","0","0","0","0"
"178","60","0","0","0","0"
"180","60","0","0","0","0"
"182","60","0","0","0","0"
"184","60","0","0","0","0"
"186","60","0","0","0","0"
"188","60","0","0","0","0"
"190","60","0","0","0","0"
"192","60","0","0","0","0"
"194","60","0","0","0","0"
"196","60","0","0","0","0"
"198","60","0","0","0","0"
"200","60","0","0","0","0"
"202","60","0","0","0","0"
"204","60","0","0","0","0"
"206","60","0","0","0","0"
"208","60","0","0","0","0"
"210","60","0","0","0","0"
"212","60","0","0","0","0"
"214","60","0","0","0","0"
"216","60","0","0","0","0"
"218","60","0","0","0","0"
"220","60","0","0","0","0"
"222","60","0","0","0","0"
"224","60","0","0","0","0"
"226","60","0","0","0","0"
"228","60","0","0","0","0"
"230","60","0","0","0","0"
"232","60","0","0","0","0"
"234","60","0","0","0","0"
"236","60","0","0","0","0"
"238","60","0","0","0","0"
"240","60","0","0","0","0"
"242","60","0","0","0","0"
"244","60","0","0","0","0"
"246","60","0","0","0","0"
"248","60","0","0","0","0"
"250","60","0","0","0","0"
"252","60","0","0","0","0"
"254","60","0","0","0","0"
"256","60","0","0","0","0"
"258","60","0","0","0","0"
"260","60","0","0","0","0"
"262","60","0","0","0","0"
"264","60","0","0","0","0"
"266","60","0","0","0","0"
"268","60","0","0","0","0"
"270","60","0","0","0","0"
"272","60","0","0","0","0"
"274","60","0","0","0","0"
"276","60","0","0","0","0"
"278","60","0","0","0","0"
"280","60","0","0","0","0"
"282","60","0","0","0","0"
"284","60","0","0","0","0"
"286","60","0","0","0","0"
"288","60","0","0","0","0"
"290","60","0","0","0","0"
"292","60","0","0","0","0"
"294","60","0","0","0","0"
"296","62","0","0","0","0"
"298","62","0","0","0","0"
"300","62","0","0","0","0"
"302","62","0","0","0","0"
"304","62","0","0","0","0"
"306","62","0","0","0","0"
"308","62","0","0","0","0"
"310","62","0","0","0","0"
"312","62","0","0","0","0"
"314","62","0","0","0","0"
"316","62","0","0","0","0"
"318","62","0","0","0","0"
"320","62","0","0","0","0"
"322","62","0","0","0","0"
"324","62","0","0","0","0"
"326","62","0","0","0","0"
