"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"0","22","0","0","0","0"
"2","22","0","0","0","0"
"4","22","0","0","0","0"
"6","22","0","0","0","0"
"8","22","0","0","0","0"
"10","22","0","0","0","0"
"12","22","0","0","0","0"
"14","22","0","0","0","0"
"16","22","0","0","0","0"
"18","22","0","0","0","0"
"20","22","0","0","0","0"
"22","22","0","0","0","0"
"24","22","0","0","0","0"
"26","22","0","0","0","0"
"28","22","0","0","0","0"
"30","22","0","0","0","0"
"32","22","0","0","0","0"
"34","22","0","0","0","0"
"36","22","0","0","0","0"
"38","38","0","0","0","0"
"40","38","0","0","0","0"
"42","46","0","0","0","0"
"44","46","0","0","0","0"
"46","46","0","0","0","0"
"48","46","0","0","0","0"
"50","46","0","0","0","0"
"52","46","0","0","0","0"
"54","46","0","0","0","0"
"56","46","0","0","0","0"
"58","46","0","0","0","0"
"60","46","0","0","0","0"
"62","46","0","0","0","0"
"64","46","0","0","0","0"
"66","46","0","0","0","0"
"68","46","0","0","0","0"
"70","46","0","0","0","0"
"72","46","0","0","0","0"
"74","46","0","0","0","0"
"76","46","0","0","0","0"
"78","46","0","0","0","0"
"80","46","0","0","0","0"
"82","46","0","0","0","0"
"84","46","0","0","0","0"
"86","46","0","0","0","0"
"88","46","0","0","0","0"
"90","46","0","0","0","0"
"92","46","0","0","0","0"
"94","46","0","0","0","0"
"96","46","0","0","0","0"
"98","46","0","0","0","0"
"100","46","0","0","0","0"
"102","46","0","0","0","0"
"104","46","0","0","0","0"
"106","46","0","0","0","0"
"108","50","0","0","0","0"
"110","50","0","0","0","0"
"112","50","0","0","0","0"
"114","50","0","0","0","0"
"116","50","0","0","0","0"
"118","50","0","0","0","0"
"120","50","0","0","0","0"
"122","50","0","0","0","0"
"124","50","0","0","0","0"
"126","50","0","0","0","0"
"128","50","0","0","0","0"
"130","50","0","0","0","0"
"132","50","0","0","0","0"
"134","50","0","0","0","0"
"136","50","0","0","0","0"
"138","50","0","0","0","0"
"140","50","0","0","0","0"
"142","50","0","0","0","0"
"144","50","0","0","0","0"
"146","50","0","0","0","0"
"148","50","0","0","0","0"
"150","50","0","0","0","0"
"152","50","0","0","0","0"
"154","50","0","0","0","0"
"156","50","0","0","0","0"
"158","50","0","0","0","0"
"160","50","0","0","0","0"
"162","50","0","0","0","0"
"164","50","0","0","0","0"
"166","50","0","0","0","0"
"168","50","0","0","0","0"
"170","50","0","0","0","0"
"172","50","0","0","0","0"
"174","50","0","0","0","0"
"176","50","0","0","0","0"
"178","50","0","0","0","0"
"180","50","0","0","0","0"
"182","50","0","0","0","0"
"184","50","0","0","0","0"
"186","50","0","0","0","0"
"188","50","0","0","0","0"
"190","50","0","0","0","0"
"192","50","0","0","0","0"
"194","50","0","0","0","0"
"196","50","0","0","0","0"
"198","50","0","0","0","0"
"200","50","0","0","0","0"
"202","50","0","0","0","0"
"204","50","0","0","0","0"
"206","50","0","0","0","0"
"208","50","0","0","0","0"
"210","42","0","0","0","0"
"212","42","0","0","0","0"
"214","42","0","0","0","0"
"216","42","0","0","0","0"
"218","42","0","0","0","0"
"220","42","0","0","0","0"
"222","42","0","0","0","0"
"224","42","0","0","0","0"
"226","42","0","0","0","0"
"228","42","0","0","0","0"
"230","42","0","0","0","0"
"232","42","0","0","0","0"
"234","42","0","0","0","0"
"236","42","0","0","0","0"
"238","42","0","0","0","0"
"240","42","0","0","0","0"
"242","42","0","0","0","0"
"244","42","0","0","0","0"
"246","42","0","0","0","0"
"248","42","0","0","0","0"
"250","42","0","0","0","0"
"252","42","0","0","0","0"
"254","42","0","0","0","0"
"256","42","0","0","0","0"
"258","42","0","0","0","0"
