"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"0","20","0","0","0","0"
"2","20","0","0","0","0"
"4","20","0","0","0","0"
"6","20","0","0","0","0"
"8","20","0","0","0","0"
"10","20","0","0","0","0"
"12","20","0","0","0","0"
"14","20","0","0","0","0"
"16","20","0","0","0","0"
"18","20","0","0","0","0"
"20","20","0","0","0","0"
"22","20","0","0","0","0"
"24","20","0","0","0","0"
"26","20","0","0","0","0"
"28","20","0","0","0","0"
"30","34","0","0","0","0"
"32","34","0","0","0","0"
"34","34","0","0","0","0"
"36","34","0","0","0","0"
"38","34","0","0","0","0"
"40","46","0","0","0","0"
"42","46","0","0","0","0"
"44","46","0","0","0","0"
"46","46","0","0","0","0"
"48","46","0","0","0","0"
"50","46","0","0","0","0"
"52","46","0","0","0","0"
"54","46","0","0","0","0"
"56","46","0","0","0","0"
"58","46","0","0","0","0"
"60","46","0","0","0","0"
"62","46","0","0","0","0"
"64","46","0","0","0","0"
"66","46","0","0","0","0"
"68","46","0","0","0","0"
"70","46","0","0","0","0"
"72","46","0","0","0","0"
"74","46","0","0","0","0"
"76","46","0","0","0","0"
"78","46","0","0","0","0"
"80","46","0","0","0","0"
"82","46","0","0","0","0"
"84","46","0","0","0","0"
"86","46","0","0","0","0"
"88","50","0","0","0","0"
"90","50","0","0","0","0"
"92","50","0","0","0","0"
"94","50","0","0","0","0"
"96","50","0","0","0","0"
"98","50","0","0","0","0"
"100","50","0","0","0","0"
"102","50","0","0","0","0"
"104","50","0","0","0","0"
"106","50","0","0","0","0"
"108","56","0","0","0","0"
"110","56","0","0","0","0"
"112","56","0","0","0","0"
"114","56","0","0","0","0"
"116","56","0","0","0","0"
"118","56","0","0","0","0"
"120","56","0","0","0","0"
"122","56","0","0","0","0"
"124","56","0","0","0","0"
"126","56","0","0","0","0"
"128","56","0","0","0","0"
"130","56","0","0","0","0"
"132","56","0","0","0","0"
"134","56","0","0","0","0"
"136","56","0","0","0","0"
"138","56","0","0","0","0"
"140","56","0","0","0","0"
"142","56","0","0","0","0"
"144","56","0","0","0","0"
"146","56","0","0","0","0"
"148","56","0","0","0","0"
"150","56","0","0","0","0"
"152","56","0","0","0","0"
"154","56","0","0","0","0"
"156","56","0","0","0","0"
"158","56","0","0","0","0"
"160","56","0","0","0","0"
"162","56","0","0","0","0"
"164","56","0","0","0","0"
"166","56","0","0","0","0"
"168","56","0","0","0","0"
"170","56","0","0","0","0"
"172","56","0","0","0","0"
"174","56","0","0","0","0"
"176","56","0","0","0","0"
"178","56","0","0","0","0"
"180","56","0","0","0","0"
"182","56","0","0","0","0"
"184","56","0","0","0","0"
"186","56","0","0","0","0"
"188","56","0","0","0","0"
"190","56","0","0","0","0"
"192","56","0","0","0","0"
"194","56","0","0","0","0"
"196","56","0","0","0","0"
"198","56","0","0","0","0"
"200","56","0","0","0","0"
"202","56","0","0","0","0"
"204","60","0","0","0","0"
"206","60","0","0","0","0"
"208","64","0","0","0","0"
"210","64","0","0","0","0"
"212","64","0","0","0","0"
"214","64","0","0","0","0"
"216","60","0","0","0","0"
"218","60","0","0","0","0"
"220","60","0","0","0","0"
"222","60","0","0","0","0"
"224","60","0","0","0","0"
"226","60","0","0","0","0"
"228","60","0","0","0","0"
"230","60","0","0","0","0"
"232","60","0","0","0","0"
"234","60","0","0","0","0"
"236","60","0","0","0","0"
"238","60","0","0","0","0"
"240","60","0","0","0","0"
"242","60","0","0","0","0"
"244","60","0","0","0","0"
"246","60","0","0","0","0"
"248","60","0","0","0","0"
"250","60","0","0","0","0"
"252","60","0","0","0","0"
"254","60","0","0","0","0"
"256","60","0","0","0","0"
"258","60","0","0","0","0"
"260","60","0","0","0","0"
"262","60","0","0","0","0"
"264","60","0","0","0","0"
"266","60","0","0","0","0"
"268","60","0","0","0","0"
"270","60","0","0","0","0"
"272","60","0","0","0","0"
"274","60","0","0","0","0"
"276","60","0","0","0","0"
"278","60","0","0","0","0"
"280","60","0","0","0","0"
"282","60","0","0","0","0"
"284","60","0","0","0","0"
"286","60","0","0","0","0"
"288","60","0","0","0","0"
"290","60","0","0","0","0"
"292","60","0","0","0","0"
"294","60","0","0","0","0"
"296","60","0","0","0","0"
"298","60","0","0","0","0"
"300","60","0","0","0","0"
"302","60","0","0","0","0"
"304","60","0","0","0","0"
"306","60","0","0","0","0"
"308","60","0","0","0","0"
"310","60","0","0","0","0"
"312","60","0","0","0","0"
"314","60","0","0","0","0"
"316","60","0","0","0","0"
"318","60","0","0","0","0"
